ID,Query,Category,Difficulty,CSV_Answer,RAG_Answer,BLEU_Score,ROUGE_L_Score,Max_Score
q377,What is 'loperamide' (Imodium)?,treatment,easy,"Loperamide is an over-the-counter medication used to treat diarrhea. It works by slowing down the movement of the gut, which allows more water to be absorbed from the stool, making it less watery and less frequent.","Loperamide, found in Imodium A-D, is a drug that slows the passage of stools through the intestines, allowing more time for water and salts to be absorbed back into the body. It is classified as an anti-motility medication and can cause side effects such as constipation, drowsiness, and dizziness. However, it may worsen conditions like dysentery or colitis.",0.23529411764705882,0.2553191489361702,0.2553191489361702
q378,What is 'dextromethorphan'?,treatment,medium,Dextromethorphan (often 'DM' or 'DXM' in product names) is an over-the-counter cough suppressant. It works by affecting the signals in the brain that trigger the cough reflex.,"Dextromethorphan is a cough suppressant found in many over-the-counter cough medicines. It is available in various forms, such as capsules, tablets, lozenges, and liquids. It should be taken as recommended and can cause side effects like dizziness and nausea.",0.1875,0.18181818181818185,0.1875
q379,What is 'guaifenesin' (Mucinex)?,treatment,medium,"Guaifenesin is an 'expectorant.' It's an over-the-counter medication used to treat chest congestion. It works by thinning and loosening mucus in the airways, making it easier to cough up.","Guaifenesin, present in products like Mucinex, is an active ingredient in many cough medicines designed to help relieve chest congestion by thinning mucus. It is available in various forms, including capsules, tablets, and liquids, and can be purchased with or without a prescription. It is important to adhere to recommended dosages and is not suitable for certain types of coughs.",0.2,0.20224719101123598,0.20224719101123598
q380,What is 'pseudoephedrine' (Sudafed)?,treatment,medium,Pseudoephedrine is a 'decongestant' used to relieve nasal and sinus congestion. It works by shrinking swollen blood vessels in the nasal passages. It is kept 'behind the counter' in pharmacies because it can be used to illegally make methamphetamine.,"Pseudoephedrine is commonly known as a decongestant, used to relieve nasal congestion in conditions like colds, allergies, and sinusitis.",0.47368421052631576,0.2758620689655173,0.47368421052631576
q381,What is 'phenylephrine' (Sudafed PE)?,treatment,medium,"Phenylephrine is an over-the-counter 'decongestant' used to relieve nasal stuffiness. It is the common replacement for pseudoephedrine in 'front-of-counter' cold medicines, though its effectiveness as an oral decongestant is widely debated.","The context provided does not include information about phenylephrine or Sudafed PE. Therefore, I am unable to provide an answer based on the given material.",0.16666666666666666,0.10714285714285714,0.16666666666666666
q382,What is 'diphenhydramine' (Benadryl)?,treatment,easy,"Diphenhydramine is a first-generation 'antihistamine.' It is used to treat allergy symptoms, hives, and insomnia. Its primary side effect is significant drowsiness, which is why it's also the active ingredient in sleeping aids like ZzzQuil.","Diphenhydramine, commonly known as Benadryl, is an ethanolamine derivative that acts as an antihistamine used to treat allergic reactions. It is also known for causing drowsiness as a side effect and may have additional uses such as treating nausea, anxiety, and motion sickness.",0.2777777777777778,0.15384615384615385,0.2777777777777778
q383,What is 'loratadine' (Claritin)?,treatment,easy,"Loratadine is a second-generation 'antihistamine.' It is used to treat allergy symptoms (runny nose, itchy eyes) but is 'non-drowsy' because it does not cross the blood-brain barrier as readily as first-generation antihistamines.","Loratadine, also known by the brand name Claritin, is a medication used for treating allergic rhinitis and other allergies. It is an antihistamine that helps relieve symptoms like sneezing, runny nose, and itchy or watery eyes.",0.23529411764705882,0.2058823529411765,0.23529411764705882
q384,What is 'cetirizine' (Zyrtec)?,treatment,easy,"Cetirizine is a second-generation 'antihistamine' used to treat allergy symptoms. It is generally considered 'non-drowsy' but can cause drowsiness in a small percentage of people, more so than loratadine.","Cetirizine (Zyrtec) is a second-generation antihistamine classified as a piperazine derivative, used to treat allergic reactions and has a slight sedative effect.",0.35,0.3137254901960784,0.35
q385,What is 'fexofenadine' (Allegra)?,treatment,medium,"Fexofenadine is a second-generation 'antihistamine' used to treat allergy symptoms. It is known for being non-drowsy. Its absorption can be significantly reduced by fruit juices like grapefruit, orange, and apple juice.","Fexofenadine, known by the brand name Allegra, is a member of the piperadine class of antihistamines and is essentially non-sedating. It is used to control allergic reactions and should be taken on a regular schedule.",0.3103448275862069,0.1515151515151515,0.3103448275862069
q386,What is 'ranitidine' (Zantac)?,treatment,medium,Ranitidine was a very popular 'H2 blocker' medication used to reduce stomach acid and treat heartburn and GERD. It was recalled and removed from the market worldwide in 2020 due to contamination with a probable carcinogen called NDMA.,"Ranitidine, also known by its brand name Zantac, is an antiulcer medication primarily used to treat and prevent duodenal and gastric ulcers, as well as manage heartburn, acid indigestion, and sour stomach. It is taken orally, typically at doses of 150 mg or 300 mg depending on the condition being addressed. Ranitidine works by reducing stomach acid production.",0.19607843137254902,0.14583333333333334,0.19607843137254902
q387,What is 'famotidine' (Pepcid)?,treatment,medium,"Famotidine is an 'H2 blocker' medication. It works by decreasing the amount of acid the stomach produces. It is used to treat and prevent heartburn, GERD, and stomach ulcers. It became more popular after the recall of ranitidine.","Famotidine, sold under the name Pepcid, is an H2 blocker, a type of drug used to reduce stomach acid. It is utilized for conditions such as peptic ulcer disease by decreasing acid production in the stomach.",0.3235294117647059,0.21621621621621623,0.3235294117647059
q388,What is 'omeprazole' (Prilosec)?,treatment,medium,"Omeprazole is a 'proton-pump inhibitor' (PPI). It's a very common medication used to treat frequent heartburn, GERD, and ulcers. It works by blocking the 'pumps' in the stomach that produce acid, resulting in a stronger and longer-lasting acid reduction than H2 blockers.","Omeprazole (Prilosec) is a proton pump inhibitor that suppresses gastric acid secretion and is used to treat conditions like hiatal hernias. It can also be used to protect against the ulcerogenic effects of non-steroidal anti-inflammatory drugs and to help heal ulcers caused by these drugs. It's important to note that in animal studies, omeprazole has shown an increased rate of fetal deaths.",0.2641509433962264,0.1923076923076923,0.2641509433962264
q389,What are common side effects of long-term 'PPI' use?,side_effects,high,"Long-term use of Proton-Pump Inhibitors (like omeprazole) has been linked to potential risks, including an increased risk of bone fractures (due to reduced calcium absorption), C. difficile infection, and low magnesium and vitamin B12 levels.",The context does not provide specific information on the side effects of long-term PPI (proton pump inhibitor) use. It is important to consult a healthcare professional for detailed information on this topic.,0.10344827586206896,0.05970149253731344,0.10344827586206896
q390,What is 'calcium carbonate' (Tums)?,treatment,easy,"Calcium carbonate is an 'antacid.' It works by directly neutralizing stomach acid on contact, providing very fast, but temporary, relief from heartburn and indigestion. It is also used as a calcium supplement.","Calcium carbonate, commonly known as Tums, is used as an antacid to relieve symptoms of heartburn, indigestion, and upset stomach. It is also utilized as a dietary supplement for calcium, aiding in the prevention of osteoporosis. In homeopathy, it is referred to as Calcarea carbonica and is used to treat symptoms like exhaustion, depression, and anxiety.",0.21951219512195122,0.20454545454545459,0.21951219512195122
q391,What is 'simethicone' (Gas-X)?,treatment,easy,"Simethicone is an over-the-counter medication used to relieve the symptoms of excess gas in the stomach and intestines, such as bloating, pressure, and fullness. It works by breaking up gas bubbles, making them easier to pass.","Simethicone is the active ingredient in antigas medications such as Gas-X, Flatulex, Mylanta Gas Relief, Di-Gel, and Phazyme, which are available over the counter. It helps relieve symptoms of excess gas by preventing the formation of gas pockets and breaking up gas that is trapped in the stomach and intestines. People with allergies to certain substances or unusual reactions to simethicone should consult a physician or pharmacist before using these products.",0.3157894736842105,0.24299065420560745,0.3157894736842105
q392,What is 'psyllium husk' (Metamucil)?,treatment,easy,Psyllium husk is a type of 'bulk-forming' soluble fiber. It's used as a supplement to treat constipation and promote regularity. It works by absorbing water in the gut to make stools softer and easier to pass.,"Psyllium husk, found in Metamucil, is a plant material that is commonly used as a laxative to help with constipation and improve bowel regularity. It can also decrease fecal fat as part of its impact on digestive health.",0.34285714285714286,0.2972972972972973,0.34285714285714286
q393,What is 'docusate sodium' (Colace)?,treatment,medium,"Docusate sodium is a 'stool softener.' It works by drawing water and fats into the stool, which softens it and makes it easier to pass. It is used to prevent constipation (e.g., after surgery), but not to treat existing, hard constipation.","Docusate sodium (Colace) is a stool softener that holds water within the fecal mass, providing a larger, softer stool. It is part of a class of laxatives similar to eating high-fiber foods and is most suitable for regular use. It is not effective for treating acute constipation.",0.28205128205128205,0.2727272727272727,0.28205128205128205
q394,What is 'bisacodyl' (Dulcolax)?,treatment,medium,"Bisacodyl is a 'stimulant laxative.' It works by directly stimulating the muscles of the intestine, causing them to contract and move stool along. It is effective for treating constipation but is intended for short-term use, as long-term use can lead to dependence.","The provided context does not mention 'bisacodyl' (Dulcolax). However, bisacodyl is commonly known as a stimulant laxative used to treat constipation by stimulating bowel movements.",0.36,0.1492537313432836,0.36
q395,What is 'polyethylene glycol 3350' (MiraLAX)?,treatment,medium,"MiraLAX is an 'osmotic laxative.' It works by pulling water *into* the colon, which softens the stool and increases the frequency of bowel movements. It is generally considered safe for longer-term use than stimulant laxatives.","Polyethylene glycol 3350, commonly known as MiraLAX, is a laxative used to treat occasional constipation by drawing water into the bowel, which helps to soften stools and make them easier to pass.",0.2,0.1791044776119403,0.2
q396,What is 'ketoconazole' (Nizoral)?,treatment,medium,"Ketoconazole is an 'antifungal' medication. It is used to treat fungal infections. As a prescription shampoo, it is used to treat seborrheic dermatitis (dandruff).",Ketoconazole (Nizoral) is an antifungal drug available in tablet form for oral use. It is also used off-label for treating hirsutism.,0.2631578947368421,0.26666666666666666,0.26666666666666666
q397,What is 'miconazole' (Monistat)?,treatment,easy,Miconazole is an 'antifungal' medication. It is most commonly used as an over-the-counter topical cream or suppository to treat vaginal yeast infections (candidiasis).,Miconazole (Monistat I.V.) is a systemic antifungal drug. It is available only by prescription and is used for treating fungal infections.,0.21052631578947367,0.22727272727272724,0.22727272727272724
q398,What is 'clotrimazole'?,treatment,easy,"Clotrimazole is an 'antifungal' medication. It is used topically to treat skin infections like athlete's foot, ringworm, and jock itch, as well as vaginal yeast infections.","The context does not provide information about 'clotrimazole'. Clotrimazole is an antifungal medication used to treat infections caused by fungus, such as athlete's foot, ringworm, and yeast infections.",0.5,0.4814814814814815,0.5
q399,What is 'terbinafine' (Lamisil)?,treatment,medium,"Terbinafine is an 'antifungal' medication. It's used as a topical cream for athlete's foot, but it's most known as an oral (pill) medication used to treat fungal infections of the fingernails and toenails, which requires months of treatment.","The context provided does not mention terbinafine (Lamisil). If you need information beyond the provided context, terbinafine is an antifungal medication used to treat infections caused by fungus, such as athlete's foot, ringworm, and nail fungus.",0.3939393939393939,0.24324324324324326,0.3939393939393939
q400,What is 'acyclovir' (Zovirax)?,treatment,medium,"Acyclovir is an 'antiviral' medication. It's used to treat infections caused by the herpes virus, including cold sores (herpes labialis), genital herpes, and shingles (herpes zoster). It does not cure herpes, but it helps sores heal faster and reduces the frequency of outbreaks.","Acyclovir (Zovirax) is an antiviral drug used primarily to treat herpes infections. It is available in oral, intravenous, and topical forms and works by blocking the replication of the varicella zoster virus.",0.41379310344827586,0.29333333333333333,0.41379310344827586
q401,What is 'oseltamivir' (Tamiflu)?,treatment,medium,"Oseltamivir is an 'antiviral' medication used to treat and, in some cases, prevent influenza (the flu). It works best if started within 48 hours of the first symptoms. It can shorten the duration of the flu and reduce the severity of symptoms.","Oseltamivir, known by the brand name Tamiflu, is a medication used to treat influenza virus infections. It can also be used as a preventative measure for patients who cannot receive the influenza virus vaccine. Treatment with Tamiflu should begin as soon as possible and typically involves taking the medication twice daily for five days.",0.22727272727272727,0.22916666666666666,0.22916666666666666
q402,What is 'amoxicillin'?,treatment,easy,"Amoxicillin is a very common 'penicillin-class' antibiotic. It's used to treat a wide variety of bacterial infections, such as strep throat, ear infections, and pneumonia. It is *not* effective against viruses like the cold or flu.","Amoxicillin is a type of penicillin antibiotic used to treat various bacterial infections. It is often combined with a beta-lactamase inhibitor, such as clavulanic acid in the drug Augmentin, to protect it from enzymes that might otherwise degrade it. Amoxicillin requires a physician's prescription and is available in different forms, including capsules, tablets, liquids, and injectables.",0.2765957446808511,0.2391304347826087,0.2765957446808511
q403,What is 'amoxicillin/clavulanate' (Augmentin)?,treatment,medium,"Augmentin is a combination antibiotic. It contains amoxicillin plus clavulanate. The clavulanate is a 'beta-lactamase inhibitor' that stops bacteria from destroying the amoxicillin, making the drug effective against a wider range of resistant bacteria.","Amoxicillin/clavulanate, also known as Augmentin, is a medication that combines amoxicillin, an antibiotic, with clavulanic acid, a beta-lactamase inhibitor, to enhance its efficacy against bacteria that produce enzymes capable of destroying penicillin. It is available only with a physician’s prescription and comes in forms such as capsules, tablets, liquid, and injectable solutions.",0.2,0.13953488372093026,0.2
q404,What is 'azithromycin' (Z-Pak)?,treatment,medium,"Azithromycin is a 'macrolide' antibiotic. It's often prescribed as a 5-day 'Z-Pak' to treat bacterial infections like bronchitis, pneumonia, and sinus infections. It has a long half-life, so it keeps working in the body for days after the last dose.","Azithromycin, commonly known as Zithromax or Z-Pak, is an antibiotic in the erythromycin group, used to treat bacterial infections like Legionnaires’ disease and ulcers caused by bacteria. It is important to note that this medication is ineffective against viral infections such as colds and flu. Azithromycin is available only with a physician's prescription.",0.2826086956521739,0.1935483870967742,0.2826086956521739
q405,What is 'ciprofloxacin' (Cipro)?,treatment,high,"Ciprofloxacin is a 'fluoroquinolone' antibiotic. It's a broad-spectrum antibiotic used to treat serious bacterial infections, including UTIs, kidney infections, and bacterial pneumonia. It carries a black box warning for risk of tendon rupture.","Ciprofloxacin, often referred to as Cipro, is an antibiotic used to treat various bacterial infections. It is available in an extended-release formulation, Cipro XR, which is taken once daily for complicated urinary tract infections (cUTIs) and acute pyelonephritis (kidney infection).",0.25,0.21917808219178084,0.25
q406,What is 'levofloxacin' (Levaquin)?,treatment,high,"Levofloxacin is a 'fluoroquinolone' antibiotic, similar to ciprofloxacin. It's used to treat severe or resistant bacterial infections like pneumonia and complicated UTIs. It also carries a black box warning for risk of tendon rupture and nerve damage.","Levofloxacin, marketed under the brand name Levaquin, is an antibiotic used to treat a variety of bacterial infections. It belongs to a class of drugs called fluoroquinolones and is effective against both Gram-positive and Gram-negative bacteria. However, it's not related to aminoglycosides, which are noted for treating aerobic, Gram-negative bacterial infections.",0.2619047619047619,0.20454545454545459,0.2619047619047619
q407,What is 'doxycycline'?,treatment,medium,"Doxycycline is a 'tetracycline' antibiotic. It's a very broad-spectrum antibiotic used to treat a wide range of infections, including bacterial pneumonia, acne, and tick-borne diseases like Lyme disease. It should not be taken with dairy and can cause severe sun sensitivity.","Doxycycline is a type of antibiotic that belongs to the tetracycline class. It is used to treat various infections and is also approved for the treatment of all forms of anthrax. The specific dosage of doxycycline depends on the infection type and severity, so it's important to consult a physician or pharmacist for guidance.",0.28205128205128205,0.18947368421052632,0.28205128205128205
q408,What is 'metronidazole' (Flagyl)?,treatment,high,"Metronidazole is an antibiotic and antiprotozoal medication. It's uniquely effective against anaerobic bacteria and certain parasites. It's used to treat infections like C. difficile, bacterial vaginosis, and giardia. Patients must *never* drink alcohol while taking it, as it causes a severe, violent vomiting reaction.","Metronidazole, also sold under the trade name Flagyl, is an anti-infective agent considered the best available drug for treating trichomoniasis. It comes in liquid, tablet, and injectable forms and requires a doctor's prescription.",0.16129032258064516,0.12987012987012989,0.16129032258064516
q409,What is 'sulfamethoxazole/trimethoprim' (Bactrim/Septra)?,treatment,medium,"Bactrim is a 'sulfa' combination antibiotic. It's very commonly used to treat UTIs, MRSA skin infections, and certain types of pneumonia. Patients must drink a lot of water with it and can have severe allergic reactions if they have a 'sulfa allergy.'","Sulfamethoxazole/trimethoprim, known by the brand names Bactrim and Septra, is a combination antibiotic used to treat bacterial infections. It is part of the sulfonamide class of drugs.",0.4166666666666667,0.2608695652173913,0.4166666666666667
q410,What is 'vancomycin'?,treatment,high,"Vancomycin is a powerful, 'glycopeptide' antibiotic. It is typically given intravenously (IV) in the hospital to treat severe infections, including MRSA in the bloodstream. An oral (pill) form is used *only* to treat C. difficile infection in the colon (as it's not absorbed).","Vancomycin is an antibiotic used to treat various bacterial infections, including antibiotic-associated colitis. It cannot be taken simultaneously with cholestyramine resin as it binds to the resin, reducing its effectiveness.",0.35714285714285715,0.2191780821917808,0.35714285714285715
q411,What is 'clindamycin' (Cleocin)?,treatment,high,"Clindamycin is a 'lincosamide' antibiotic. It is effective against a wide range of bacteria, including some MRSA. It's often used for skin, dental, or bone infections. Its most notorious side effect is a high risk of causing a severe C. difficile infection.","Clindamycin, also known as Cleocin, is an antibiotic highly active against anaerobic pathogens and used to treat various infections including acne, actinomycosis, acute lymphangitis, anaerobic infections, babesiosis, bacterial vaginosis, and boils. It is important to note that clindamycin can cause antibiotic-associated colitis.",0.15789473684210525,0.09523809523809523,0.15789473684210525
q412,What is 'prednisone'?,treatment,medium,"Prednisone is a 'corticosteroid' (steroid) medication. It's a powerful anti-inflammatory and immune-suppressing drug. It's used for a huge variety of conditions, such as severe asthma attacks, poison ivy, autoimmune flares (like lupus), and to prevent organ transplant rejection.","Prednisone is a corticosteroid that is used to delay the progression of certain conditions like Duchenne Muscular Dystrophy (DMD) and is also prescribed for Becker Muscular Dystrophy (BMD), although its benefits for BMD haven't been fully tested in controlled studies. It works by reducing inflammation and suppressing the immune system. Patients on prednisone need to be monitored for potential side effects such as weight gain, high blood pressure, and depression, among others.",0.16393442622950818,0.14545454545454545,0.16393442622950818
q413,What are common side effects of 'prednisone' (short-term)?,side_effects,medium,"Even in the short term (like a 5-day 'dose pack'), prednisone can cause significant side effects, including insomnia ('roid rage'), increased appetite, fluid retention (bloating), high blood sugar, and mood changes or agitation.","Common short-term side effects of prednisone include indigestion, increased appetite, insomnia, and nervousness.",0.38461538461538464,0.17391304347826086,0.38461538461538464
q414,What is 'hydrocortisone' (topical)?,treatment,easy,"Topical hydrocortisone is a low-potency 'corticosteroid' cream or ointment. It's available over-the-counter (e.g., Cortizone-10) and is used to relieve the itching and inflammation from minor skin irritations, insect bites, and eczema.",Hydrocortisone (topical) is a cream or ointment used to relieve symptoms of inflammatory skin conditions by reducing irritation and redness. It is applied directly to the affected areas but should be discontinued when the condition clears or if side effects like folliculitis occur.,0.28205128205128205,0.2702702702702703,0.28205128205128205
q415,What is 'codeine'?,treatment,medium,Codeine is an 'opioid' (narcotic) medication. It is used to treat mild to moderate pain and also as a cough suppressant. It's often combined with acetaminophen (Tylenol #3). It is less potent than other opioids but still carries a risk of addiction.,"Codeine is a narcotic pain medication that is commonly prescribed and often combined with non-narcotic painkillers like aspirin, acetaminophen, or anti-inflammatory drugs. It is also used in some cough syrups to control dry cough and, occasionally, for severe diarrhea. Most codeine is manufactured by chemically altering morphine, and it requires a prescription in the United States, unlike in Canada where low-dose versions can be sold without one.",0.22807017543859648,0.18348623853211007,0.22807017543859648
q416,What is 'hydrocodone'?,treatment,high,"Hydrocodone is a powerful 'opioid' (narcotic) pain reliever. It is almost always combined with acetaminophen (e.g., Vicodin, Norco). It is used to treat severe pain and carries a very high risk of addiction and respiratory depression.","Hydrocodone is a synthetic narcotic used for pain relief, often combined with acetaminophen, such as in the medication Vicodin. It has a high potential for prescription drug and street abuse, similar to oxycodone.",0.3548387096774194,0.28985507246376807,0.3548387096774194
q417,What is 'oxycodone'?,treatment,high,"Oxycodone is a powerful 'opioid' (narcotic) pain reliever. It is used to treat severe pain. It is available as an immediate-release tablet (e.g., Percocet, when combined with acetaminophen) and as a long-acting, extended-release tablet (OxyContin). It has a very high risk of addiction.",Oxycodone is a synthetic narcotic used for pain relief. It can be found alone or combined with aspirin (as Percodan) or acetaminophen (as Percocet). It is available in tablets of various strengths and has a high potential for prescription drug and street abuse.,0.3611111111111111,0.27906976744186046,0.3611111111111111
q418,What is 'morphine'?,treatment,high,"Morphine is a potent 'opioid' (narcotic) pain medication. It is one of the oldest and most important pain relievers, used to treat severe acute and chronic pain (e.g., in cancer patients or after surgery). It is the benchmark against which other opioids are measured.","Morphine is a naturally occurring opioid derived from the opium poppy, primarily used as a powerful narcotic analgesic to manage moderately severe to severe pain. It can be administered by injection into a muscle or a vein, with immediate effects when given intravenously. Morphine has a high potential for addiction and can cause withdrawal symptoms if its use is suddenly stopped.",0.19230769230769232,0.17142857142857143,0.19230769230769232
q419,What is 'fentanyl'?,treatment,high,"Fentanyl is an extremely potent synthetic 'opioid' (narcotic) pain reliever. It is 50-100 times more potent than morphine. In medicine, it's used in hospitals for anesthesia and to manage severe pain (e.g., via a transdermal patch). Illegally, it is responsible for a massive number of overdose deaths.","Fentanyl is a powerful opioid used as a surgical anesthetic and for pain management, available as an injectable solution and a transdermal skin patch. It is used for its strong pain-relieving properties and is particularly useful for patients who seek alternatives to oral tablets.",0.3235294117647059,0.21978021978021978,0.3235294117647059
q420,What is 'naloxone' (Narcan)?,treatment,high,"Naloxone (brand name Narcan) is an 'opioid antagonist.' It is a life-saving emergency medication used to rapidly reverse an opioid overdose. It works by binding to opioid receptors, blocking the effects of the opioids and restoring breathing in someone who has overdosed.","Naloxone, also known as Narcan, is an anti-narcotic drug used to counteract narcotic poisoning or overdose, particularly from opioids. It can also be used in cases of respiratory acidosis related to opioid use.",0.26666666666666666,0.18666666666666665,0.26666666666666666
q421,What is 'methadone'?,treatment,high,"Methadone is a long-acting synthetic 'opioid.' It is used for two main purposes: to treat severe chronic pain, and as a 'medication-assisted treatment' (MAT) for opioid use disorder. In MAT, it reduces cravings and withdrawal symptoms, allowing a person to stabilize their life.","Methadone is a powerful narcotic drug in the opioid class, similar to heroin. It is used mainly as a substitute for heroin in withdrawal treatment due to its ability to block heroin cravings and withdrawal symptoms while having analgesic properties. Methadone is typically administered orally and provides little of the euphoria associated with heroin.",0.30952380952380953,0.2680412371134021,0.30952380952380953
q422,What is 'buprenorphine' (Suboxone)?,treatment,high,"Buprenorphine is a 'partial opioid agonist.' It's used to treat opioid use disorder. It relieves withdrawal and cravings without producing the same 'high' as other opioids, making it a key part of 'medication-assisted treatment' (MAT). It's often combined with naloxone (as Suboxone) to deter misuse.","Buprenorphine (Suboxone) is a drug developed to treat heroin addiction, allowing family physicians to provide treatment from their offices rather than referring patients to methadone clinics.",0.20833333333333334,0.16901408450704225,0.20833333333333334
q423,What is 'tramadol' (Ultram)?,treatment,medium,"Tramadol is a synthetic pain medication. It has a 'dual mechanism'—it's a weak opioid agonist *and* it increases serotonin and norepinephrine (like an SNRI). It's used for moderate pain. It was once thought to be safer, but it still carries a risk of addiction and seizures.","Tramadol, also known by the brand name Ultram, is an opioid analgesic used to treat moderate to moderately severe pain. It works by altering the way the brain and nervous system respond to pain.",0.32142857142857145,0.175,0.32142857142857145
q424,"What is 'ibuprofen' (Advil, Motrin)?",treatment,easy,"Ibuprofen is a very common 'NSAID' (Nonsteroidal Anti-Inflammatory Drug). It's used to reduce pain, fever, and inflammation. It's used for headaches, menstrual cramps, and arthritis. It can cause stomach upset and should not be taken on an empty stomach.","Ibuprofen, commonly known by brand names such as Advil and Motrin, is a non-steroidal anti-inflammatory drug (NSAID) used to treat pain and inflammation. It works by blocking the production of certain chemicals in the body that cause inflammation and pain. It is available in both over-the-counter and prescription strengths.",0.21951219512195122,0.22727272727272727,0.22727272727272727
q425,What is 'naproxen' (Aleve)?,treatment,easy,"Naproxen is an 'NSAID,' similar to ibuprofen. Its main advantage is that it lasts longer, so it only needs to be taken every 8-12 hours, whereas ibuprofen is taken every 4-6 hours.","Naproxen, commonly known as Aleve, is a nonsteroidal anti-inflammatory drug (NSAID) used to treat pain from inflammation by blocking the production of certain natural substances in the body. It is often used due to its effectiveness and general tolerability, but it may not be suitable for people with poor kidney function, a history of stomach ulcers, or those on blood thinners.",0.09259259259259259,0.10752688172043011,0.10752688172043011
q426,What is 'acetaminophen' (Tylenol)?,treatment,easy,"Acetaminophen is *not* an NSAID. It is a very common over-the-counter medication used to reduce pain and fever. It does *not* reduce inflammation. It is safe for the stomach, but a large overdose can cause severe and fatal liver damage.","Acetaminophen, commonly known as Tylenol, is a medication used to relieve pain and reduce fever. It is effective for minor aches and pains such as headaches, muscle aches, backaches, toothaches, menstrual cramps, arthritis, and aches associated with colds.",0.3333333333333333,0.3076923076923077,0.3333333333333333
q427,Why can't you mix 'acetaminophen' and 'alcohol'?,drug_interaction,high,"Taking acetaminophen (Tylenol) with alcohol—especially chronic, heavy alcohol use—can be very dangerous. Both substances are processed by the liver. Combining them, or taking Tylenol for a hangover, overwhelms the liver's metabolic pathways and can lead to severe, acute liver failure.","Mixing acetaminophen and alcohol can increase the risk of liver damage. Alcohol, especially in large amounts, when combined with acetaminophen, can exacerbate the harmful effects on the liver. Therefore, it's important for individuals who consume three or more alcoholic beverages a day to consult a physician before using acetaminophen.",0.26666666666666666,0.15730337078651685,0.26666666666666666
q428,What is 'Reye's syndrome'?,side_effects,high,"Reye's syndrome is a rare but extremely serious condition causing swelling in the brain and liver. It most often affects children and teens recovering from a viral infection (like the flu or chickenpox). It has a strong link to taking aspirin, which is why children should *never* be given aspirin for a fever.","Reye's syndrome is a rare disorder, primarily affecting children and teenagers, that occurs after a viral illness such as a cold, the flu, or chicken pox. It is associated with a reaction to aspirin and is marked by severe neurological symptoms like lethargy, confusion, seizures, and coma, primarily affecting the brain and liver. Due to decreased aspirin use in children, Reye's syndrome has become even rarer since its peak incidence in 1980.",0.30357142857142855,0.25599999999999995,0.30357142857142855
q429,What is 'aspirin'?,treatment,medium,"Aspirin is an 'NSAID.' It's used for pain, fever, and inflammation. Its most unique use is as a 'blood thinner' (an anti-platelet drug). A 'baby aspirin' (low-dose, 81mg) is taken daily by many people to prevent heart attacks and strokes by stopping platelets from clumping.","Aspirin is a medicine that relieves pain and reduces fever, commonly used for minor aches and pains, such as headaches, toothaches, muscle pain, menstrual cramps, and arthritis. It is also taken by some people daily to reduce the risk of stroke, heart attack, or other heart problems. Known as acetylsalicylic acid, aspirin is available in various forms, including tablets, chewing gum, and rectal suppositories.",0.26785714285714285,0.2385321100917431,0.26785714285714285
q430,What is 'clopidogrel' (Plavix)?,treatment,high,"Clopidogrel is an 'anti-platelet' medication (a blood thinner), similar to aspirin but more potent. It's used to prevent blood clots in people who have had a heart attack or stroke, or who have a 'stent' placed in a coronary artery.","Clopidogrel, marketed as Plavix, is a medication that helps reduce the risk of stroke and heart attack, particularly in people diagnosed with peripheral artery disease (PAD). It is considered more effective than aspirin, although it is more expensive, with a recommended dosage of one tablet daily.",0.1794871794871795,0.11627906976744186,0.1794871794871795
q431,What is a 'stent' (cardiac)?,treatment,medium,"A stent is a tiny, expandable mesh tube. In cardiology, it's placed inside a blocked or narrowed coronary artery during an 'angioplasty.' The stent is expanded, pushing the plaque against the artery wall and holding the artery open to restore blood flow to the heart.",A coronary stent is an artificial support device used in the coronary artery to keep the vessel open. It is typically used after a balloon angioplasty to ensure the artery remains expanded in patients with coronary artery disease. This helps improve the oxygen supply to the heart muscle by preventing the arteries from narrowing again due to fat deposits.,0.20930232558139536,0.25,0.25
q432,What is 'angioplasty'?,medical_procedure,medium,"Angioplasty is a minimally invasive procedure used to open blocked coronary arteries. A thin tube (catheter) with a balloon on its tip is guided to the blockage. The balloon is then inflated, which compresses the plaque and widens the artery. A stent is almost always placed at the same time.","Angioplasty is a minimally invasive procedure used to open blocked blood vessels. It involves inserting a catheter, often through the groin, and inflating a tiny balloon to open the artery, sometimes followed by placing a stent to keep the vessel open.",0.42424242424242425,0.3956043956043956,0.42424242424242425
q433,What is 'CABG' (Coronary Artery Bypass Graft)?,medical_procedure,high,CABG (pronounced 'cabbage') is 'bypass surgery.' It's an open-heart surgery for severe coronary artery disease. A surgeon takes a healthy blood vessel (a 'graft') from another part of the body (like the leg or chest) and uses it to create a new path—a 'bypass'—around the blocked section of the coronary artery.,"Coronary Artery Bypass Graft (CABG) is a surgical procedure performed to restore blood flow to the heart by bypassing blocked coronary arteries. It involves using grafts from the patient's own arteries and veins, typically taken from the leg, arm, or chest, to create a new pathway for blood to flow to the heart muscle. This helps relieve chest pain, improve the patient’s quality of life, and may prolong the patient’s life.",0.2962962962962963,0.24590163934426232,0.2962962962962963
